index,value,time_ns,operations
3823,4825,1000,57
3824,12404,800,53
3825,20653,1000,61
3826,44116,900,50
3827,45838,800,53
3828,33181,900,50
3829,66355,1000,57
3830,84580,1100,53
3831,46198,900,53
3832,34067,700,50
3833,29780,900,57
3834,5098,800,46
3835,8230,800,50
3836,48724,800,57
3837,85123,800,48
3838,90845,800,46
3839,72881,800,50
3840,77152,700,42
3841,1115,700,46
3842,84583,700,50
3843,8802,800,50
3844,88196,900,53
3845,85220,800,46
3846,86437,900,53
3847,59542,1000,56
3848,7309,900,46
3849,81732,800,46
3850,39243,800,50
3851,86291,300,14
3852,36862,1000,56
3853,80485,700,42
3854,836,900,53
3855,49673,900,50
3856,51069,800,50
3857,60350,900,57
3858,439,800,52
3859,64580,1000,52
3860,11079,900,50
3861,83169,1300,50
3862,35206,800,54
3863,40523,700,42
3864,98820,900,46
3865,98625,800,46
3866,43600,900,56
3867,59032,700,46
3868,92437,900,53
3869,1406,800,46
3870,36822,800,50
3871,39988,700,50
3872,56458,800,50
3873,62831,1000,57
3874,10651,800,54
3875,96270,900,53
3876,23088,900,50
3877,89034,700,42
3878,11364,1000,57
3879,72920,1000,57
3880,81191,900,50
3881,48787,900,56
3882,58623,700,50
3883,76415,800,50
3884,43506,1000,56
3885,44510,900,56
3886,69856,1000,46
3887,84421,900,56
3888,79240,900,50
3889,48866,600,50
3890,262,700,46
3891,66812,900,50
3892,94695,1000,52
3893,27485,1000,61
3894,78108,900,52
3895,41185,900,56
3896,9960,800,50
3897,76094,900,50
3898,51035,900,56
3899,7698,800,50
3900,83853,800,50
3901,18195,800,56
3902,93644,2500,53
3903,48589,800,46
3904,77015,900,46
3905,70671,800,46
3906,57996,900,53
3907,53223,800,50
3908,91125,900,53
3909,21975,1000,60
3910,87465,1000,53
3911,63462,1000,57
3912,11990,800,50
3913,67530,1000,54
3914,1641,900,53
3915,28060,1000,57
3916,69663,900,52
3917,2571,800,50
3918,61161,1000,52
3919,78944,900,50
3920,95193,900,53
3921,67564,800,54
3922,5763,1200,57
3923,56714,900,53
3924,73121,800,50
3925,37433,1000,54
3926,16041,1100,56
3927,60939,800,46
3928,87683,700,42
3929,86078,900,53
3930,7693,800,50
3931,80679,800,49
3932,22529,1000,61
3933,78005,700,46
3934,51427,800,52
3935,41008,900,54
3936,71692,1100,57
3937,12560,800,50
3938,44734,900,53
3939,64224,900,56
3940,98358,900,53
3941,10943,800,50
3942,29079,1000,57
3943,17011,800,50
3944,99582,800,46
3945,74719,1000,56
3946,41709,700,46
3947,89118,800,46
3948,70602,900,50
3949,20128,1000,60
3950,71686,800,57
3951,4784,1000,56
3952,77875,900,57
3953,67472,900,53
3954,2899,900,50
3955,60035,900,50
3956,72506,1100,57
3957,99657,800,46
3958,22961,1000,57
3959,95327,900,56
3960,24824,900,50
3961,49716,1000,56
3962,34252,800,46
3963,8524,900,53
3964,61428,900,52
3965,46425,900,52
3966,18270,800,54
3967,4177,800,50
3968,65197,900,56
3969,62117,900,50
3970,32341,1000,49
3971,4846,900,50
3972,20855,900,54
3973,50453,1000,53
3974,77203,800,50
3975,68018,800,50
3976,31107,800,50
3977,43333,800,50
3978,4655,800,50
3979,46778,400,26
3980,3734,1900,46
3981,66672,800,46
3982,30616,900,57
3983,27943,1000,56
3984,25307,900,52
3985,85987,800,46
3986,60954,800,53
3987,44794,800,48
3988,58741,900,50
3989,47938,900,50
3990,42489,900,53
3991,47375,1000,57
3992,1101,1000,53
3993,39638,900,50
3994,39578,1200,50
3995,89716,1000,50
3996,970,900,49
3997,49682,900,56
3998,81538,800,50
3999,52324,800,53
4000,93150,900,52
4001,9569,1000,56
4002,98101,900,53
4003,196,700,46
4004,2428,800,50
4005,17967,1000,53
4006,28832,900,56
4007,66296,800,46
4008,99272,900,52
4009,70800,700,46
4010,90867,1000,53
4011,15939,800,50
4012,35431,900,54
4013,67760,800,56
4014,34758,800,50
4015,75098,800,48
4016,40726,900,52
4017,69271,900,57
4018,508,800,50
4019,94916,1000,53
4020,54998,1000,56
4021,72504,900,57
4022,99941,800,46
4023,99216,600,46
4024,55396,900,57
4025,75671,900,50
4026,18077,900,52
4027,13651,900,54
4028,62311,1000,57
4029,85718,900,48
4030,85458,800,49
4031,64669,800,50
4032,80067,700,46
4033,54810,700,50
4034,72419,1000,56
4035,68918,900,56
4036,40010,800,50
4037,90942,900,52
4038,87267,800,50
4039,12538,1000,56
4040,62194,700,50
4041,2868,1000,57
4042,50589,700,42
4043,24974,800,46
4044,65282,1100,57
4045,1459,800,42
4046,54770,900,52
4047,23837,900,61
4048,35973,900,50
4049,11362,1000,56
4050,86493,900,53
4051,87412,900,50
4052,41089,900,57
4053,54815,1000,56
4054,71640,1000,57
4055,37847,900,54
4056,52258,900,52
4057,90636,800,48
4058,23927,2200,54
4059,37406,1000,61
4060,50864,700,46
4061,14102,900,60
4062,1458,900,48
4063,9263,900,52
4064,81599,800,50
4065,86180,800,50
4066,86593,800,52
4067,16505,800,50
4068,89060,800,48
4069,21913,1000,58
4070,34943,800,46
4071,4426,1000,57
4072,84709,900,50
4073,89669,900,50
4074,88785,700,46
4075,42542,800,50
4076,64329,800,50
4077,79150,900,50
4078,21408,800,54
4079,48068,900,50
4080,33583,700,50
4081,19095,900,58
4082,51682,900,50
4083,73439,800,50
4084,36859,900,56
4085,27498,1000,60
4086,69686,900,50
4087,62390,800,50
4088,2667,900,46
4089,1127,800,52
4090,23790,1000,60
4091,37992,1000,60
4092,31751,900,48
4093,90537,700,46
4094,98471,800,48
4095,52656,1100,57
4096,151,900,46
4097,39633,1000,56
4098,23828,800,54
4099,61248,1000,53
4100,87439,900,50
4101,29746,900,56
4102,12761,800,46
4103,45853,900,53
4104,43237,800,46
4105,81208,700,42
4106,21267,800,54
4107,99863,800,46
4108,59682,900,46
4109,5333,800,48
4110,80757,700,42
4111,58531,800,46
4112,96791,1000,52
4113,6313,700,42
4114,6893,900,53
4115,99383,800,46
4116,69287,900,56
4117,90574,800,46
4118,80229,700,46
4119,43618,900,46
4120,66434,800,50
4121,70398,700,42
4122,91813,1000,57
4123,65573,900,56
4124,81043,900,49
4125,27361,1500,61
4126,87733,1000,49
4127,39346,900,50
4128,82991,900,52
4129,9046,700,46
4130,9632,800,50
4131,93151,900,50
4132,37677,700,50
4133,18109,700,50
4134,91125,800,42
4135,70503,800,50
4136,42933,700,50
4137,33023,2400,46
4138,76743,900,53
4139,54046,800,50
4140,16753,1000,53
4141,21787,900,58
4142,14996,700,46
4143,92814,800,46
4144,80256,700,38
4145,32143,800,46
4146,83523,900,52
4147,58867,900,52
4148,36201,800,52
4149,23902,1000,61
4150,53670,800,50
4151,34159,700,53
4152,57933,800,54
4153,39747,900,57
4154,88767,900,52
4155,94186,900,46
4156,48917,900,53
4157,49587,1000,56
4158,51199,1000,50
4159,91658,800,53
4160,26442,1000,58
4161,36904,800,50
4162,5450,900,53
4163,51019,1000,57
4164,87588,900,48
4165,75536,900,46
4166,92758,800,42
4167,12188,900,54
4168,63802,1100,56
4169,56944,800,50
4170,35665,800,50
4171,97814,900,50
4172,20696,900,58
4173,96150,900,52
4174,97570,900,50
4175,38841,900,56
4176,57775,600,34
4177,54074,900,50
4178,95496,1000,57
4179,57732,900,54
4180,90182,700,42
4181,88624,900,53
4182,13792,800,42
4183,12721,900,56
4184,98862,800,46
4185,84716,900,50
4186,28770,900,54
4187,18699,900,54
4188,78483,900,50
4189,27890,900,54
4190,11754,800,54
4191,93869,700,46
4192,95278,800,46
4193,23418,1000,60
4194,94516,800,46
4195,46968,800,42
4196,51031,900,57
4197,2685,800,46
4198,43712,900,50
4199,36720,1000,53
4200,90168,900,48
4201,45534,1000,52
4202,13110,900,56
4203,10291,800,50
4204,51709,900,56
4205,98615,900,52
4206,79299,1000,50
4207,38680,25600,56
4208,52456,1200,50
4209,4991,1000,46
4210,68129,800,50
4211,40768,800,50
4212,833,1100,53
4213,88341,1000,52
4214,51508,900,52
4215,79003,1000,50
4216,8938,3600,50
4217,58028,800,50
4218,62833,1000,57
4219,83867,1000,57
4220,56656,700,50
4221,70643,1000,52
4222,87033,1000,57
4223,82285,800,49
4224,50077,1000,57
4225,32384,800,48
4226,52707,900,57
4227,25465,900,56
4228,32683,800,46
4229,88504,900,53
4230,10744,900,54
4231,40662,800,46
4232,47091,900,53
4233,57981,800,50
4234,29400,1000,53
4235,3242,800,48
4236,79651,900,53
4237,84693,1000,50
4238,12666,800,50
4239,74878,12500,52
4240,62126,1300,57
4241,19603,1000,54
4242,19120,1100,65
4243,45883,1000,53
4244,88190,1000,53
4245,53892,700,50
4246,55785,900,50
4247,17219,800,52
4248,59972,900,50
4249,24632,900,54
4250,88368,1000,53
4251,77870,1000,56
4252,86096,900,50
4253,96682,900,50
4254,50449,800,50
4255,50399,800,53
4256,55196,800,50
4257,66414,900,56
4258,60668,800,57
4259,55330,1000,56
4260,70946,1300,53
4261,95351,900,50
4262,95810,800,56
4263,58788,800,50
4264,72975,800,54
4265,32514,900,50
4266,90172,900,49
4267,42959,800,50
4268,83343,700,42
4269,84322,700,50
4270,86924,900,57
4271,57249,9800,50
4272,68967,1200,50
4273,19400,900,60
4274,55515,900,56
4275,7432,700,46
4276,67201,800,50
4277,40687,1100,53
4278,45537,900,53
4279,41116,1000,54
4280,578,800,46
4281,30658,800,54
4282,88098,1000,48
4283,56056,700,50
4284,40152,1000,56
4285,16171,800,46
4286,61366,500,30
4287,29175,800,50
4288,76463,800,50
4289,53368,900,52
4290,35521,1100,60
4291,5319,800,46
4292,52162,900,57
4293,78540,600,38
4294,69761,2900,38
4295,89357,800,46
4296,1007,800,50
4297,56479,800,56
4298,72423,900,56
4299,16661,800,50
4300,72835,800,46
4301,33523,900,50
4302,1372,700,46
4303,72051,1000,57
4304,95317,900,50
4305,77844,800,50
4306,90084,800,52
4307,50523,700,42
4308,30639,800,54
4309,80459,600,46
4310,69504,1100,56
4311,27737,1000,60
4312,27910,900,54
4313,50016,900,50
4314,11277,800,52
4315,31054,800,50
4316,53323,900,50
4317,6665,800,46
4318,35178,1100,61
4319,66056,800,52
4320,46905,800,46
4321,36755,700,53
4322,71160,800,53
4323,34429,900,50
4324,48623,1000,53
4325,63915,900,50
4326,97754,1000,56
4327,46340,800,46
4328,5720,700,50
4329,48490,800,50
4330,85403,800,49
4331,74544,700,50
4332,89189,800,52
4333,92283,900,50
4334,53230,1000,57
4335,66217,900,50
4336,78301,800,50
4337,47850,800,50
4338,8273,900,57
4339,36361,800,50
4340,24843,900,50
4341,27339,900,58
4342,10891,900,54
4343,12560,700,46
4344,48277,900,46
4345,32196,800,46
4346,20788,1000,58
4347,7556,800,46
4348,96621,900,46
4349,31864,800,42
4350,62420,800,50
4351,91688,800,53
4352,34784,800,46
4353,79217,1000,56
4354,61635,800,46
4355,51320,800,46
4356,2091,1000,52
4357,25257,900,50
4358,51024,1000,57
4359,60286,900,50
4360,27566,900,60
4361,65525,1000,56
4362,72093,900,50
4363,99989,1000,53
4364,52505,900,50
4365,72271,900,50
4366,8968,1000,56
4367,77624,1000,56
4368,37795,1000,50
4369,98430,800,46
4370,19972,1000,54
4371,47621,900,50
4372,49433,900,50
4373,78468,1600,46
4374,58085,1000,50
4375,75251,1100,53
4376,48307,900,53
4377,42180,1000,57
4378,13371,1000,54
4379,50765,800,46
4380,55746,900,50
4381,57454,900,54
4382,73430,900,57
4383,40074,900,57
4384,81542,900,57
4385,66216,800,57
4386,71496,900,57
4387,37514,700,50
4388,38684,700,52
4389,88890,600,46
4390,44968,900,53
4391,6128,800,46
4392,62613,1000,57
4393,71158,800,52
4394,34578,700,50
4395,39063,1300,56
4396,74881,800,50
4397,50787,900,53
4398,75755,900,50
4399,51346,800,52
4400,65098,800,53
4401,66469,1000,57
4402,27267,800,54
4403,73923,900,56
4404,49854,800,50
4405,70698,900,50
4406,45555,800,46
4407,54103,900,57
4408,56867,900,50
4409,36147,900,50
4410,5734,900,56
4411,34109,600,38
4412,41327,900,50
4413,40445,1000,56
4414,48276,900,53
4415,87265,900,52
4416,93008,600,46
4417,91979,900,53
4418,34505,700,46
4419,39722,900,57
4420,9125,900,50
4421,68946,900,54
4422,96293,800,46
4423,83404,900,46
4424,97552,800,50
4425,43200,800,50
4426,32700,800,50
4427,58186,900,50
4428,36099,700,50
4429,47370,800,56
4430,23677,900,60
4431,81836,800,53
4432,72247,800,56
4433,34001,700,57
4434,29840,1000,56
4435,57464,1100,60
4436,30108,800,54
4437,35472,1000,60
4438,97305,900,56
4439,65552,800,50
4440,35787,800,57
4441,61989,900,50
4442,28377,900,54
4443,20616,800,54
4444,71159,800,50
4445,82905,800,50
4446,72243,700,54
4447,59843,700,50
4448,64033,800,50
4449,96590,700,46
4450,33900,1600,50
4451,58633,700,46
4452,60363,800,50
4453,64420,700,50
4454,92012,800,46
4455,36007,400,26
4456,7940,800,50
4457,64488,800,50
4458,92161,900,50
4459,26499,900,58
4460,24226,1000,57
4461,48281,700,46
4462,40770,800,54
4463,44858,800,46
4464,9198,900,56
4465,18744,900,58
4466,60817,1000,50
4467,67671,800,54
4468,45753,800,53
4469,27916,900,60
4470,20378,900,61
4471,21554,1000,61
4472,8493,800,50
4473,13870,1000,61
4474,85304,900,53
4475,54372,900,56
4476,862,900,46
4477,10136,900,52
4478,56695,900,50
4479,82050,800,46
4480,60159,900,50
4481,30629,1200,61
4482,31156,900,46
4483,92381,900,52
4484,1745,800,49
4485,37829,1000,54
4486,8320,900,56
4487,91637,800,50
4488,1749,700,46
4489,31072,900,54
4490,84003,800,46
4491,44629,700,46
4492,8131,700,54
4493,46468,700,50
4494,71518,800,50
4495,88047,800,46
4496,61779,800,46
4497,44845,800,46
4498,78505,800,50
4499,72501,1000,56
4500,49785,900,52
4501,66927,900,50
4502,4698,1000,50
4503,50161,900,56
4504,1102,900,46
4505,60643,500,34
4506,37799,900,56
4507,54818,1100,57
4508,24649,1000,54
4509,62284,900,50
4510,83491,1100,53
4511,87060,800,50
4512,96236,1000,52
4513,27557,800,58
4514,54276,800,46
4515,72698,1000,56
4516,15130,800,56
4517,2825,700,50
4518,24966,900,50
4519,9962,900,56
4520,62631,900,57
4521,12734,800,54
4522,13544,1100,60
4523,79925,800,46
4524,87496,800,46
4525,31294,800,46
4526,88179,900,52
4527,91105,800,50
4528,15626,2100,50
4529,70276,900,50
4530,70331,900,56
4531,87813,700,46
4532,84190,1000,56
4533,65840,1100,56
4534,85534,900,46
4535,30305,1000,54
4536,90610,1100,53
4537,59127,900,53
4538,68554,800,50
4539,70200,800,50
4540,93690,900,46
4541,59466,800,50
4542,53148,1100,57
4543,37963,1000,60
4544,24909,700,50
4545,81632,900,50
4546,71074,900,52
4547,26803,800,54
4548,63341,800,54
4549,97187,1200,53
4550,75041,900,48
4551,30362,1000,54
4552,34718,800,50
4553,98196,900,56
4554,31634,800,46
4555,17270,900,50
4556,94871,900,50
4557,89980,1000,52
4558,63816,1100,57
4559,39331,900,50
4560,66294,800,50
4561,14577,1000,50
4562,14573,1000,57
4563,5148,900,53
4564,24398,1000,56
4565,37601,1000,57
4566,97834,1100,50
4567,66262,1100,57
4568,45404,1000,53
4569,79613,1000,50
4570,73637,800,50
4571,1145,800,52
4572,37304,800,54
4573,16805,800,53
4574,3717,900,50
4575,61948,800,50
4576,52870,800,52
4577,35468,1100,60
4578,71025,900,52
4579,62812,900,54
4580,40651,900,50
4581,61000,1000,50
4582,86486,2200,52
4583,64856,800,46
4584,92669,900,49
4585,74424,1000,56
4586,22663,1000,54
4587,96236,900,46
4588,56980,1100,56
4589,60690,900,50
4590,43551,1100,56
4591,81256,700,50
4592,15485,900,50
4593,79720,900,50
4594,17794,600,38
4595,17709,800,53
4596,3980,800,50
4597,26998,900,56
4598,27777,1100,60
4599,72547,1000,57
4600,25713,700,42
4601,28811,13300,54
4602,65628,1000,54
4603,65146,1000,50
4604,99844,1000,53
4605,31090,2000,56
4606,82466,900,52
4607,26907,900,54
4608,34267,1000,52
4609,91356,900,50
4610,66709,900,50
4611,62633,1000,56
4612,21626,1000,54
4613,53035,900,50
4614,79144,1100,56
4615,5082,900,50
4616,69609,1000,56
4617,90621,700,46
4618,62058,1000,50
4619,16652,1100,56
4620,8065,900,50
4621,46387,1000,52
4622,33884,1100,57
4623,65030,800,50
4624,44256,1000,56
4625,98365,900,50
4626,13854,900,54
4627,71916,800,50
4628,57661,900,54
4629,1061,900,50
4630,54312,1000,53
4631,49438,1100,57
4632,92725,800,46
4633,86900,1000,50
4634,55540,700,42
4635,33070,900,50
4636,98660,900,52
4637,31812,1000,49
4638,43001,1000,50
4639,47580,1000,54
4640,93775,900,50
4641,12100,1000,60
4642,36529,1000,56
4643,53103,1000,56
4644,86589,900,52
4645,54081,1000,56
4646,69884,900,46
4647,25394,900,54
4648,68422,900,56
4649,90903,1000,53
4650,19710,1100,57
4651,97801,1000,57
4652,97092,900,49
4653,49524,1000,57
4654,73892,1000,56
4655,28079,1000,54
4656,88710,1000,53
4657,95365,1000,53
4658,4036,900,50
4659,84462,1000,57
4660,44580,1500,52
4661,80960,1000,52
4662,53314,1000,54
4663,21753,1400,58
4664,73868,1000,56
4665,74733,1100,57
4666,45903,900,52
4667,6569,1000,46
4668,48699,900,50
4669,40305,1000,50
4670,73163,900,50
4671,52371,900,50
4672,90343,1000,53
4673,65752,1000,54
4674,17835,900,46
4675,13538,1100,60
4676,43545,1000,56
4677,92126,800,46
4678,13142,1000,57
4679,50966,900,50
4680,34712,1000,57
4681,48027,900,54
4682,32905,1800,52
4683,67672,1000,60
4684,61440,800,52
4685,65609,800,61
4686,59067,800,50
4687,30936,800,54
4688,10898,1000,61
4689,78547,800,50
4690,22266,900,60
4691,1286,800,42
4692,42693,700,50
4693,64795,500,42
4694,11860,900,57
4695,64490,800,56
4696,93370,900,52
4697,35144,1000,61
4698,84402,800,50
4699,47392,1000,52
4700,89933,800,46
4701,60555,700,53
4702,1215,800,50
4703,77811,900,50
4704,47079,900,50
4705,74316,900,50
4706,45094,800,46
4707,28821,1100,61
4708,94032,1100,57
4709,72726,900,56
4710,20601,900,50
4711,34584,900,57
4712,60290,900,54
4713,82139,1000,53
4714,74222,800,50
4715,44204,1000,57
4716,29049,800,54
4717,28421,900,56
4718,12452,800,50
4719,77046,900,54
4720,72199,700,54
4721,20731,1100,64
4722,30755,800,50
4723,40297,1100,57
4724,52356,1000,57
4725,30252,1000,60
4726,19585,1100,61
4727,93603,900,50
4728,20610,900,58
4729,28059,900,54
4730,32449,1000,57
4731,85958,900,52
4732,14142,900,56
4733,90694,900,46
4734,81846,900,50
4735,7346,800,46
4736,36275,1000,56
4737,40949,900,54
4738,87526,900,46
4739,82684,900,50
4740,80968,800,46
4741,27452,1000,54
4742,47113,800,50
4743,71405,1000,57
4744,13738,800,54
4745,29645,800,46
4746,54353,900,56
4747,62938,800,50
4748,5300,900,52
4749,52477,900,56
4750,73827,900,56
4751,44027,800,50
4752,42,900,52
4753,74801,800,50
4754,18723,900,58
4755,25066,1000,56
4756,5638,900,56
4757,71525,1100,57
4758,70158,2000,50
4759,43641,1100,57
4760,105,900,46
4761,88760,1100,52
4762,55937,1100,57
4763,12656,800,56
4764,63699,800,50
4765,53592,1000,54
4766,95063,1000,54
4767,6946,1000,52
4768,30574,900,60
4769,46533,900,50
4770,29903,800,50
4771,41804,1100,56
4772,94885,1000,57
4773,54949,900,50
4774,39404,1100,54
4775,18633,900,57
4776,72562,1000,54
4777,64388,800,50
4778,56373,900,54
4779,27477,1000,60
4780,51860,800,50
4781,41605,900,56
4782,5373,900,46
4783,2812,1000,56
4784,91679,800,50
4785,98249,800,50
4786,49790,900,50
4787,67677,1200,61
4788,72238,1100,60
4789,54490,800,46
4790,58078,1200,57
4791,92288,1500,57
4792,70355,800,50
4793,20085,900,54
4794,18356,900,54
4795,46513,1000,57
4796,44175,900,50
4797,62578,900,54
4798,6659,1000,52
4799,52217,1000,57
4800,62109,1000,57
4801,8402,900,50
4802,71045,900,50
4803,65624,1100,61
4804,60265,1100,54
4805,45476,600,34
4806,85603,900,46
4807,67616,900,60
