index,value,time_ns,operations
5064,19665,1000,54
5065,43197,900,46
5066,94448,1000,50
5067,73030,1000,57
5068,10357,800,50
5069,84109,1100,61
5070,47590,1000,54
5071,30640,1100,61
5072,73135,900,57
5073,25160,800,54
5074,91077,800,52
5075,88076,1000,53
5076,57955,800,50
5077,18986,800,54
5078,8484,1000,56
5079,93565,900,50
5080,2046,900,50
5081,18295,1100,61
5082,50619,900,52
5083,6908,800,50
5084,24456,1100,57
5085,36219,1000,50
5086,30207,900,54
5087,1873,900,53
5088,6325,800,50
5089,42748,800,50
5090,86025,1000,50
5091,85607,800,52
5092,45658,900,46
5093,74271,1000,56
5094,53749,800,50
5095,84239,900,57
5096,30909,900,54
5097,22995,900,54
5098,60293,1100,60
5099,9235,800,56
5100,87942,900,53
5101,35582,900,57
5102,64485,1000,56
5103,5332,900,50
5104,76242,900,50
5105,3138,900,52
5106,61162,900,50
5107,16067,1000,57
5108,73030,800,46
5109,59371,800,46
5110,50964,900,53
5111,42201,800,50
5112,56576,900,50
5113,60919,900,57
5114,23891,1000,54
5115,79508,1100,53
5116,25224,1100,60
5117,45443,900,46
5118,25381,900,54
5119,53838,900,50
5120,42438,900,46
5121,63406,1000,54
5122,68445,1100,61
5123,74619,1100,56
5124,78958,1000,57
5125,31693,900,52
5126,45599,800,46
5127,27743,1000,58
5128,77494,800,50
5129,70731,900,50
5130,87304,900,50
5131,94249,900,50
5132,12104,1000,60
5133,84985,800,50
5134,18923,800,58
5135,38640,900,50
5136,8338,900,54
5137,24569,1000,60
5138,18870,900,58
5139,31657,1800,46
5140,66363,1000,54
5141,57155,1000,54
5142,70739,900,56
5143,35746,1100,57
5144,17232,1000,57
5145,6675,800,46
5146,51434,1000,50
5147,78910,900,50
5148,41853,1000,57
5149,65456,900,50
5150,95652,900,46
5151,31309,1000,53
5152,86775,900,57
5153,77017,900,54
5154,47754,1100,57
5155,19559,1000,60
5156,10037,1000,56
5157,17037,1000,56
5158,94444,900,50
5159,98438,1100,53
5160,23647,1000,58
5161,11031,1300,54
5162,78749,800,52
5163,61021,800,50
5164,28895,1000,54
5165,31957,900,49
5166,34524,900,53
5167,96600,1000,50
5168,3253,900,46
5169,93828,19300,50
5170,33070,1100,50
5171,80657,1000,46
5172,61094,1100,57
5173,16841,1000,50
5174,69606,1000,56
5175,38188,1300,57
5176,62644,900,50
5177,75262,1000,52
5178,97094,1000,46
5179,62288,1400,56
5180,76712,1000,50
5181,26839,900,54
5182,55167,1100,57
5183,88419,800,50
5184,53612,1100,56
5185,32816,1000,50
5186,25781,1100,61
5187,71776,900,46
5188,35253,900,54
5189,96053,900,46
5190,94110,900,50
5191,87064,800,46
5192,75006,800,50
5193,38701,900,50
5194,39177,900,50
5195,9826,1100,56
5196,26992,1100,60
5197,1796,1000,46
5198,74715,1000,54
5199,92064,800,50
5200,62173,900,50
5201,82868,1000,56
5202,88084,1100,57
5203,73392,1100,57
5204,45004,900,46
5205,99151,1100,53
5206,12848,1000,50
5207,55083,1000,56
5208,23118,1200,60
5209,10572,1000,54
5210,59786,900,50
5211,86174,1200,57
5212,72943,1300,61
5213,61579,700,46
5214,7035,1000,53
5215,70082,800,46
5216,31560,2200,46
5217,13862,1000,54
5218,44096,1000,56
5219,22330,1100,58
5220,53745,1000,54
5221,95735,900,50
5222,82297,900,50
5223,27720,1100,64
5224,10837,900,54
5225,9760,1200,57
5226,56270,1300,61
5227,83501,1000,50
5228,46558,1100,56
5229,81211,800,50
5230,27820,1200,64
5231,53212,900,50
5232,17390,800,46
5233,85534,800,42
5234,46125,800,50
5235,57881,1000,56
5236,68239,1200,60
5237,28682,800,50
5238,21974,1300,60
5239,1971,1000,56
5240,72195,1100,60
5241,99025,900,46
5242,78042,900,50
5243,10906,900,54
5244,789,1100,53
5245,86849,800,46
5246,30715,1100,54
5247,28415,1100,57
5248,13680,1000,60
5249,34641,1100,52
5250,70192,1000,52
5251,91144,1000,50
5252,74830,1000,54
5253,90471,1000,49
5254,60578,1100,57
5255,55660,1000,52
5256,39560,1200,57
5257,82596,1200,57
5258,76113,1000,57
5259,27441,1000,58
5260,76621,1000,57
5261,96589,900,50
5262,34100,1100,56
5263,83391,700,38
5264,9518,1000,50
5265,21271,900,50
5266,98334,900,50
5267,49408,1000,52
5268,61238,1300,56
5269,39597,1000,56
5270,93915,1200,57
5271,30711,1200,61
5272,81590,1100,56
5273,65537,1200,57
5274,38489,800,46
5275,73339,1000,54
5276,81342,900,50
5277,40589,900,50
5278,64036,1200,56
5279,23406,1100,61
5280,89960,800,50
5281,77221,900,50
5282,81546,1000,57
5283,76158,1000,50
5284,83791,1000,56
5285,48091,900,46
5286,9885,800,50
5287,75671,800,50
5288,23165,1300,61
5289,9549,1000,54
5290,84119,1200,61
5291,1346,2000,48
5292,26177,1100,54
5293,13103,1000,54
5294,39959,1100,57
5295,43423,1000,50
5296,18111,800,54
5297,30065,900,53
5298,46249,800,50
5299,29370,1000,57
5300,16546,1000,56
5301,81070,900,46
5302,64612,1200,50
5303,51789,1000,56
5304,17837,1000,52
5305,52464,1100,56
5306,3053,900,50
5307,67730,1100,60
5308,25999,5100,54
5309,19522,1100,58
5310,50585,800,46
5311,62243,1200,61
5312,82356,900,49
5313,71316,1100,57
5314,47248,1100,52
5315,40784,900,54
5316,4120,900,50
5317,59397,900,50
5318,43309,1000,56
5319,64636,700,50
5320,26806,1200,64
5321,67920,1100,57
5322,10178,900,50
5323,43029,900,56
5324,32863,1100,56
5325,9045,900,50
5326,6680,1000,53
5327,27118,900,58
5328,67399,900,50
5329,49506,700,46
5330,88244,1000,56
5331,47674,900,54
5332,54361,1100,57
5333,13598,900,50
5334,66357,1100,60
5335,92519,900,53
5336,96650,1000,56
5337,61715,1000,56
5338,40089,700,34
5339,98677,800,46
5340,15211,1000,54
5341,1685,800,46
5342,77951,1000,52
5343,21010,1000,60
5344,9496,900,50
5345,80211,900,52
5346,71048,1000,56
5347,48787,900,50
5348,89229,800,46
5349,25721,1100,60
5350,81431,900,56
5351,33745,1100,53
5352,824,900,50
5353,52095,1000,60
5354,25015,1000,60
5355,51261,1000,56
5356,96298,1000,53
5357,21938,1000,58
5358,15516,800,50
5359,6433,900,56
5360,36359,1000,57
5361,83069,1000,50
5362,20033,1000,60
5363,63605,1000,54
5364,19262,1100,61
5365,34260,900,50
5366,94928,1000,54
5367,38651,2200,56
5368,78994,1100,57
5369,59708,900,46
5370,57889,1000,56
5371,25880,1100,60
5372,5526,1000,50
5373,91514,1000,53
5374,68762,1100,54
5375,8815,900,54
5376,10295,1100,57
5377,10455,1100,61
5378,17492,900,53
5379,99099,900,50
5380,76019,1000,53
5381,15501,900,54
5382,85086,900,50
5383,22984,1200,61
5384,42663,900,56
5385,23344,1000,58
5386,9819,1000,54
5387,2447,900,56
5388,63462,800,46
5389,18939,1000,64
5390,10950,900,54
5391,55372,1000,54
5392,47686,1200,60
5393,50518,1000,50
5394,56502,900,50
5395,41182,900,54
5396,31733,1000,53
5397,54466,800,50
5398,37788,900,54
5399,30107,1100,61
5400,46889,900,50
5401,47393,800,50
5402,76713,1200,56
5403,26221,1000,60
5404,96052,800,50
5405,62021,900,50
5406,42445,900,50
5407,43213,1100,57
5408,80886,1000,53
5409,47539,900,60
5410,83130,800,50
5411,9946,900,56
5412,66028,1000,50
5413,42386,600,38
5414,10663,1000,56
5415,40822,1000,61
5416,52839,900,50
5417,6262,900,56
5418,51664,800,46
5419,4574,1000,53
5420,75224,1000,52
5421,73604,900,50
5422,87483,1000,50
5423,92580,1000,50
5424,55431,1000,60
5425,64130,900,50
5426,34901,900,56
5427,11914,900,56
5428,14274,1200,61
5429,75837,900,52
5430,30299,1000,50
5431,50812,1100,57
5432,15250,900,50
5433,78645,800,42
5434,84949,900,57
5435,67819,900,50
5436,39562,1200,57
5437,5065,1000,56
5438,82620,1200,57
5439,88194,1100,53
5440,3161,1000,50
5441,82650,900,54
5442,65276,5400,57
5443,39399,1300,61
5444,19391,1000,58
5445,65215,900,52
5446,53653,1000,54
5447,36175,800,50
5448,72699,1000,54
5449,73701,900,50
5450,59387,1200,57
5451,34046,900,56
5452,46659,1100,57
5453,65057,1000,56
5454,16478,1100,57
5455,86331,1000,53
5456,31661,900,53
5457,1491,800,46
5458,4772,900,56
5459,79468,1200,53
5460,8778,1100,57
5461,71416,1200,57
5462,36529,900,46
5463,27378,1000,58
5464,41715,800,50
5465,54412,1000,57
5466,99209,1100,53
5467,3267,800,46
5468,76539,1000,57
5469,29658,1000,50
5470,56972,1100,54
5471,85216,800,50
5472,88516,900,52
5473,43395,900,56
5474,43136,800,50
5475,16851,1100,57
5476,61901,800,46
5477,91270,900,50
5478,85805,1000,53
5479,30024,1400,54
5480,69065,900,50
5481,80241,1000,53
5482,25377,1200,61
5483,77092,1000,60
5484,6635,900,46
5485,34469,900,50
5486,51124,1000,46
5487,76326,900,50
5488,86397,1100,53
5489,6015,1000,54
5490,17477,1100,53
5491,57144,900,50
5492,86736,900,50
5493,59336,900,56
5494,27267,900,54
5495,5521,900,57
5496,23438,900,58
5497,70907,800,50
5498,45033,800,50
5499,20139,1000,60
5500,52235,900,54
5501,31886,700,52
5502,42753,800,56
5503,79517,700,50
5504,42138,800,54
5505,37599,1000,54
5506,25673,1000,58
5507,45524,800,50
5508,19356,1200,65
5509,85052,1000,56
5510,93106,1000,50
5511,13907,900,53
5512,29587,1000,56
5513,98607,1000,52
5514,54981,1000,56
5515,19459,1200,65
5516,74964,800,50
5517,33124,2500,57
5518,85920,1000,53
5519,94360,900,50
5520,15483,1000,54
5521,377,1000,50
5522,84222,900,54
5523,79971,900,46
5524,30584,1100,60
5525,18305,1100,61
5526,48021,1200,61
5527,31565,1000,50
5528,59176,1000,53
5529,58004,800,50
5530,74233,900,50
5531,63511,900,54
5532,52895,900,46
5533,65687,900,54
5534,55710,800,50
5535,8651,900,56
5536,48160,1200,54
5537,33795,900,50
5538,42650,1000,52
5539,86974,900,52
5540,95823,800,50
5541,65877,800,46
5542,74665,800,50
5543,93604,1000,57
5544,39581,900,54
5545,6513,1000,50
5546,60074,1000,60
5547,42576,900,50
5548,45987,900,50
5549,38484,900,50
5550,77927,900,50
5551,1799,1100,53
5552,50923,1000,53
5553,58485,800,50
5554,68274,1100,57
5555,67840,1100,57
5556,95303,1100,50
5557,97430,1100,53
5558,18826,1100,58
5559,48154,1100,61
5560,96452,900,50
5561,71693,900,50
5562,66365,1000,60
5563,32090,900,46
5564,74041,800,46
5565,34313,900,54
5566,33703,800,50
5567,66175,1100,57
5568,55226,800,50
5569,51012,900,50
5570,86073,1100,53
5571,27300,1000,58
5572,3082,1000,52
5573,88964,900,46
5574,29845,900,50
5575,95921,11100,53
5576,38765,1100,57
5577,25517,1100,54
5578,3894,1100,61
5579,33406,800,50
5580,44315,900,50
5581,83847,900,50
5582,40780,1000,54
5583,3910,800,42
5584,57392,900,54
5585,77799,1000,56
5586,45668,1000,53
5587,77731,900,50
5588,19136,1100,64
5589,96796,1000,52
5590,22151,900,54
5591,44108,900,50
5592,44008,1000,54
5593,76729,2500,57
5594,54265,1200,57
5595,79080,1100,56
5596,46304,1200,56
5597,15354,1100,56
5598,7393,1100,57
5599,64045,800,42
5600,31980,800,42
5601,39956,1000,54
5602,27497,1000,60
5603,94554,800,50
5604,10098,1300,61
5605,21022,1100,58
5606,66043,19000,56
5607,38893,1100,54
5608,73925,1100,57
5609,77590,900,50
5610,24491,1000,60
5611,770,900,50
5612,87008,900,50
5613,72369,1000,56
5614,82228,800,50
5615,21256,900,50
5616,45679,800,46
5617,59235,1000,53
5618,98234,1000,56
5619,74273,1000,57
5620,36583,1000,53
5621,11559,900,54
5622,40847,900,54
5623,34839,1100,54
5624,38518,900,54
5625,50635,900,54
5626,64529,900,57
5627,55830,1100,57
5628,40469,1100,56
5629,57372,1100,61
5630,41968,1000,53
5631,51913,1100,61
5632,94042,1100,57
5633,53385,1000,54
5634,38573,1000,56
5635,76084,1200,57
5636,80137,900,46
5637,46486,700,38
5638,84030,900,54
5639,66987,900,56
5640,96907,900,52
5641,77344,900,50
5642,45935,900,50
5643,56302,1000,60
5644,83319,900,46
5645,49960,1000,54
5646,30786,1000,58
5647,34179,900,54
5648,32300,1100,53
5649,16349,900,50
5650,11575,600,38
5651,42222,900,50
5652,87681,1100,53
5653,30442,900,54
5654,551,1000,50
5655,47854,1000,57
5656,72819,900,54
5657,43322,900,50
5658,49353,1200,57
5659,38199,1200,57
5660,9950,1000,56
5661,10115,1000,58
5662,84183,1100,61
5663,67847,1100,56
5664,97127,1100,52
5665,93398,800,46
5666,34635,1000,50
5667,1543,800,46
5668,29814,900,54
5669,84609,2100,53
5670,98403,900,52
5671,45953,800,50
5672,11361,1200,56
5673,72799,1200,60
5674,15301,900,50
5675,67289,1000,53
5676,59106,1000,57
5677,84542,600,34
5678,58747,1100,56
5679,84329,800,50
5680,50635,1000,54
5681,97770,700,38
5682,85247,1000,56
5683,29852,1000,54
5684,62256,1200,60
5685,81402,1100,56
5686,94834,900,42
5687,71527,1100,56
5688,98531,800,46
5689,25335,900,50
5690,33317,1100,57
5691,34079,1000,54
5692,18142,800,50
5693,59045,900,50
5694,78555,1000,56
5695,31483,800,46
5696,34360,900,54
5697,96975,800,50
5698,88806,1000,52
5699,42183,900,50
5700,53754,1000,54
5701,73683,1000,54
5702,33710,1000,57
5703,59137,800,50
5704,30219,900,54
5705,9223,1000,56
5706,45648,800,46
5707,74132,900,54
5708,84232,1000,54
5709,85959,900,50
5710,74179,1000,54
5711,67535,1100,57
5712,39055,1000,56
5713,37021,900,54
5714,84374,4500,57
5715,85218,1000,50
5716,44250,900,50
5717,62507,1000,54
5718,65749,1000,54
5719,58004,900,50
5720,22890,800,56
5721,77271,700,50
5722,18826,900,54
5723,39043,800,56
5724,17657,1000,52
5725,58836,800,50
5726,21567,800,54
5727,66713,600,42
5728,36209,1000,50
5729,80201,700,46
5730,3746,1100,57
5731,77703,800,50
5732,9563,900,54
5733,60448,900,54
5734,43106,1000,57
5735,96161,1000,50
5736,65583,800,42
5737,54093,900,57
5738,1142,900,52
5739,81589,1000,54
5740,26506,1200,64
5741,30360,1200,60
5742,76573,900,54
5743,65481,1000,56
5744,18942,1100,61
5745,30058,2100,60
5746,85216,800,46
5747,27089,900,58
5748,85347,800,50
5749,70928,1000,56
5750,16179,1500,57
5751,7626,900,50
5752,10795,1100,57
5753,29455,800,54
5754,22842,1000,54
5755,54902,1000,50
5756,96211,900,50
5757,25924,1300,54
5758,21512,1000,57
5759,15860,1000,54
5760,74614,900,54
5761,75446,900,50
5762,84739,900,56
5763,79387,800,46
5764,33820,900,50
5765,78651,900,54
5766,98916,900,46
5767,8467,1100,54
5768,62031,1200,57
5769,30659,1100,58
5770,4506,1000,53
5771,80048,1300,52
5772,39438,1100,54
5773,59813,1000,56
5774,50669,1000,54
5775,70604,1100,56
5776,11322,900,50
5777,9381,800,50
5778,27584,900,57
5779,3103,1000,50
5780,33389,1100,56
5781,53630,1100,61
5782,44881,900,46
5783,23837,800,42
5784,66603,900,54
5785,81137,800,46
5786,70394,900,50
5787,58285,1100,57
5788,43569,900,46
5789,24362,1000,58
5790,94457,1300,57
5791,70818,900,52
5792,98666,800,50
5793,37932,1100,58
5794,6893,700,42
5795,40664,900,50
5796,32833,1200,57
5797,98201,1100,57
5798,42199,900,54
5799,40876,1000,60
5800,11408,900,54
5801,98175,1000,56
5802,53920,1100,54
5803,5976,1200,56
5804,78423,1000,50
5805,20994,1100,58
5806,5689,1000,50
5807,13322,1100,56
5808,43400,1000,56
5809,29506,1100,50
5810,14044,1000,57
5811,2719,900,52
5812,55518,1000,54
5813,68745,1100,60
5814,29682,1100,56
5815,98657,900,50
5816,37486,1100,50
5817,787,1000,50
5818,72207,1100,60
5819,13883,1000,54
5820,34198,1100,60
5821,79898,1900,53
5822,47607,1100,60
5823,75541,1000,50
5824,61907,900,52
5825,32670,1000,50
5826,81796,900,50
5827,29617,1000,56
5828,40910,1000,54
5829,43341,1200,57
5830,33151,1000,56
5831,48256,900,52
5832,63862,900,54
5833,84116,1100,54
5834,11307,1100,56
5835,50657,1000,50
5836,32489,1000,57
5837,60866,900,50
5838,50850,1000,50
5839,69911,1000,57
5840,15723,1100,50
5841,30773,1200,65
5842,81367,1000,56
5843,41030,900,56
5844,97849,1000,54
5845,54180,1300,57
5846,49723,800,46
5847,3242,1000,42
5848,80184,900,46
5849,22248,1000,58
5850,91803,1000,57
5851,88661,1000,56
5852,80039,3500,50
5853,5608,1000,52
5854,35270,1000,61
5855,45507,1000,57
5856,97523,800,56
5857,7135,700,46
5858,34636,900,56
5859,34202,900,60
5860,16904,900,56
5861,87084,900,53
5862,66177,900,56
5863,53603,1000,60
5864,69413,800,54
5865,36022,1200,50
5866,51009,1400,56
5867,75392,900,52
5868,70024,900,56
5869,77786,1000,54
5870,36430,800,50
5871,52585,1100,50
5872,4521,1100,53
5873,63571,1100,58
5874,67829,900,50
5875,11847,1000,54
5876,90819,900,50
5877,72324,1000,50
5878,90447,1000,46
5879,74412,900,46
5880,82028,900,53
5881,91173,700,50
5882,45795,1000,50
5883,94381,1100,57
5884,15334,900,50
5885,35623,900,54
5886,49385,1200,57
5887,9470,1000,56
5888,50574,800,50
5889,91494,1000,50
5890,48073,1000,57
5891,96712,900,56
5892,28402,900,50
5893,76298,1200,56
5894,82017,1000,52
5895,23945,1000,60
5896,46592,1800,34
5897,74394,1000,57
5898,12549,1000,54
5899,56744,1000,56
5900,81817,900,50
5901,47838,1000,56
5902,61921,1000,50
5903,14803,1000,50
5904,41028,900,54
5905,11022,1100,60
5906,36410,900,50
5907,29879,1100,57
5908,92959,1500,53
5909,45629,900,50
5910,20339,1000,58
5911,57211,1000,60
5912,45360,1000,48
5913,3548,900,50
5914,42700,1100,57
5915,80154,1100,50
5916,39001,900,54
5917,23244,1200,58
5918,35492,1000,54
5919,19131,1200,64
5920,7178,1000,53
5921,4676,1000,49
5922,51167,1300,52
5923,26478,1200,64
5924,21361,1100,61
5925,85882,1100,53
5926,93602,1100,56
5927,89542,1100,50
5928,34444,900,50
5929,94130,700,50
5930,64731,900,56
5931,54605,700,50
5932,87135,1000,53
5933,55649,800,50
5934,33374,1100,54
5935,40681,900,50
5936,95169,700,54
5937,19260,1000,58
5938,28426,900,50
5939,7593,900,52
5940,11153,900,60
5941,37474,900,54
5942,15819,800,56
5943,27083,1000,65
5944,42566,1500,57
5945,30978,800,54
5946,24120,900,60
5947,4238,800,50
5948,67043,700,46
5949,79851,900,52
5950,74076,900,54
5951,30158,900,54
5952,17193,800,50
5953,86126,1100,56
5954,38578,900,54
5955,85473,900,46
5956,61031,800,50
5957,3602,900,54
5958,30985,900,50
5959,95373,1000,56
5960,20653,700,50
5961,56340,900,54
5962,55591,800,56
5963,95844,1100,57
5964,6302,800,50
5965,440,1000,50
5966,89738,900,56
5967,62206,1000,60
5968,36228,800,50
5969,77104,700,50
5970,73065,800,54
5971,6705,2200,50
5972,75677,1100,57
5973,69192,1100,61
5974,92474,800,46
5975,49839,900,50
5976,85459,700,46
5977,3468,900,50
5978,44461,1000,50
5979,21277,1200,61
5980,78985,1100,57
5981,43607,1000,50
5982,21941,1200,64
5983,49227,900,50
5984,11985,6100,57
5985,17049,900,50
5986,71302,1000,50
5987,97428,900,50
5988,27514,1000,58
5989,91171,1000,54
5990,10681,900,54
5991,97812,1000,54
5992,36679,1100,57
5993,90322,1100,53
5994,57325,1300,61
5995,46177,1100,56
5996,61723,1100,57
5997,39254,1000,50
5998,60136,900,54
5999,13383,900,50
6000,61392,800,46
6001,36030,800,42
6002,25468,900,54
6003,22468,1000,58
6004,44552,1100,54
6005,86146,1000,56
6006,51748,1000,50
6007,72189,1000,54
6008,48922,1100,54
6009,78957,900,54
6010,32877,1100,56
6011,32443,1000,57
6012,39758,900,50
6013,39909,800,56
6014,68018,900,50
6015,88902,800,50
6016,13796,800,50
6017,83671,800,46
6018,56735,1000,54
6019,84572,900,56
6020,95181,1000,60
6021,79780,1300,57
6022,25975,1200,60
6023,26285,1100,60
6024,78077,800,46
6025,73346,1100,60
6026,82609,700,42
6027,46678,1100,56
6028,61753,1000,54
6029,90960,1000,52
6030,55549,700,46
6031,79481,1000,50
6032,72363,1300,57
6033,81435,900,54
6034,44357,1000,57
6035,93525,900,50
6036,93492,1000,57
6037,92678,800,46
6038,99374,1100,53
6039,17351,800,50
6040,23361,1200,65
6041,21305,900,58
6042,30238,900,54
6043,3837,900,54
6044,99254,900,50
6045,38920,1100,61
6046,67447,2400,57
6047,21235,1000,58
6048,27622,1100,54
6049,80958,1100,50
6050,8385,1000,54
6051,44236,1100,56
6052,5093,1100,56
6053,7271,1000,53
6054,98118,900,54
6055,71886,1100,57
6056,42773,1100,57
6057,84119,900,50
6058,94007,1100,54
6059,5818,1000,53
6060,29372,1400,54
6061,75546,1000,56
6062,76972,900,54
6063,64966,900,50
6064,83351,1200,53
6065,58649,900,50
6066,51049,800,42
6067,75385,1300,53
6068,69767,1200,60
6069,50566,1100,57
6070,95612,900,50
6071,76643,900,50
6072,6954,800,46
6073,95844,900,50
6074,57378,1000,60
6075,9430,1000,56
6076,69221,1000,58
6077,70261,1000,50
6078,22793,1100,61
6079,20965,1100,58
6080,55517,1000,61
6081,91041,900,50
6082,21392,800,54
6083,32952,1100,57
6084,15621,900,50
6085,87872,900,50
6086,77419,1100,57
6087,61097,1000,57
6088,78161,800,46
6089,68645,800,54
6090,82883,1000,56
6091,41662,1000,54
6092,64649,1100,57
6093,95944,1100,53
6094,57978,1100,60
6095,89251,900,50
6096,93497,1000,57
6097,50254,800,46
6098,91532,800,50
6099,10531,900,54
6100,64357,1000,56
6101,48246,1000,50
6102,62769,1100,57
6103,91683,700,50
6104,43066,22700,56
6105,9858,900,50
6106,92959,900,42
6107,62395,1000,54
6108,74048,1000,54
6109,69376,1000,58
6110,74348,900,50
6111,74738,1100,61
6112,26091,800,58
6113,2101,900,50
6114,74865,1100,60
6115,77845,1000,57
6116,17137,1000,57
6117,41829,1000,54
6118,7114,900,50
6119,19987,3900,64
6120,44278,1000,54
6121,14369,2500,61
6122,79769,1400,57
6123,43128,1000,57
6124,35650,1100,60
6125,9869,900,56
6126,72811,1300,61
6127,3012,1000,50
6128,59860,1100,57
6129,93676,900,46
6130,79922,1000,54
6131,76616,1100,56
6132,80721,900,46
6133,51787,1200,57
6134,88050,1100,50
6135,28796,1200,60
6136,62869,1100,57
6137,36040,800,46
6138,29783,1100,60
6139,38271,1100,61
6140,64425,900,54
6141,62813,1100,60
6142,59587,1400,50
6143,96268,900,52
6144,99285,1000,46
6145,18316,1200,65
6146,86502,1400,52
6147,91734,1000,56
6148,73965,900,50
6149,41224,1100,54
6150,4422,1100,57
6151,74464,1000,56
6152,54983,1100,54
6153,16573,1000,53
6154,95870,1000,52
6155,81404,900,54
6156,19501,1200,61
6157,91358,1200,57
6158,27938,1000,54
6159,14077,1100,56
6160,238,800,50
6161,15497,1100,60
6162,48768,1100,50
6163,45754,1100,50
6164,7407,1200,56
6165,90137,900,46
6166,36514,1100,50
6167,80514,800,46
6168,40414,900,54
6169,78984,1000,54
6170,9904,1100,56
6171,82743,900,50
6172,72199,900,46
6173,52479,1000,56
6174,43347,1100,57
6175,93065,1000,50
6176,98911,1100,52
6177,93915,900,46
6178,22964,1300,61
6179,86608,900,46
6180,28510,900,50
6181,99358,1000,52
6182,37091,1200,61
6183,40996,900,54
6184,49674,800,50
6185,24143,1100,61
6186,48852,1100,57
6187,76892,1100,57
6188,19054,1200,61
6189,45838,800,42
6190,21027,1200,64
6191,35778,1000,54
6192,12905,1100,56
6193,71448,900,50
6194,26008,1100,58
6195,25680,1200,64
6196,36323,1900,50
6197,38484,900,50
6198,75718,1000,50
6199,91977,900,50
6200,3866,1000,54
6201,28440,1000,54
6202,87245,1100,50
6203,15030,900,50
6204,77147,900,46
6205,24347,1100,58
6206,86335,1400,46
6207,37211,1000,54
6208,24237,900,54
6209,60183,1300,57
6210,33600,1100,54
6211,19733,1100,58
6212,18183,1000,54
6213,58074,1200,60
6214,49830,1200,56
6215,4339,1000,57
6216,61249,900,50
6217,41098,800,50
6218,19776,1200,65
6219,47150,900,56
6220,68071,700,46
6221,55154,1200,57
6222,67027,900,50
6223,10279,800,54
6224,26186,800,54
6225,21358,900,58
6226,37023,1100,61
6227,26459,1100,64
6228,15665,800,50
6229,90607,800,50
6230,73985,1200,57
6231,30789,700,38
6232,91886,1000,57
6233,2763,1000,53
6234,34418,1500,57
6235,14000,1000,54
6236,98603,900,52
6237,19652,800,54
6238,49772,800,50
6239,20407,1100,60
6240,22050,900,58
6241,89139,900,46
6242,87084,1200,46
6243,23676,1200,60
6244,85324,800,50
6245,18641,1100,58
6246,37170,900,54
6247,2081,1000,50
6248,63665,1200,57
6249,91138,900,54
6250,8774,800,54
6251,44934,1000,50
6252,75550,1200,57
6253,37758,1000,54
6254,71542,1200,57
6255,36127,900,54
6256,64949,4200,57
6257,60733,1100,54
6258,86170,1100,50
6259,60017,800,50
6260,1342,900,46
6261,7327,1000,57
6262,97784,1100,54
6263,81770,1000,56
6264,15227,900,60
6265,11829,900,54
6266,31778,600,46
6267,67194,1100,56
6268,48058,900,54
6269,46895,1000,52
6270,72957,2400,60
6271,96721,1300,57
6272,17635,1000,56
6273,52067,1000,54
6274,66013,1000,57
6275,3543,800,54
6276,54641,700,50
6277,56118,900,57
6278,15277,1100,56
6279,10658,1000,54
6280,99390,700,34
6281,56203,800,50
6282,91050,1200,57
6283,8055,900,50
6284,58550,1100,50
6285,89798,800,50
6286,26031,2500,65
6287,7264,1100,57
6288,97870,1100,60
6289,99867,900,50
6290,8683,1200,57
6291,30630,800,58
6292,93997,2000,61
6293,6775,600,50
6294,29902,1000,54
6295,66923,900,50
6296,30792,1000,54
6297,13930,900,54
6298,76771,800,42
6299,86215,800,52
6300,57548,700,56
6301,60112,800,54
6302,86967,700,38
6303,11486,700,42
6304,28244,800,50
6305,51195,900,52
6306,31704,1000,52
6307,30714,1000,58
6308,65275,1000,57
6309,75391,900,53
6310,42072,600,50
6311,91017,1000,57
6312,4683,800,46
6313,27097,1300,64
6314,20689,1000,65
6315,35829,800,54
6316,32404,1100,50
6317,92317,900,52
6318,62882,1000,54
6319,38012,1000,58
6320,17976,900,50
6321,37946,1300,65
6322,89496,1000,52
6323,76461,1200,56
6324,54403,1100,57
6325,14412,12300,61
6326,4968,1000,52
6327,45022,1100,50
6328,55480,800,54
6329,71998,1300,57
6330,64824,1000,52
6331,99500,800,46
6332,52678,1000,50
6333,25114,1300,54
6334,15741,900,50
6335,83311,1200,53
6336,64409,1100,50
6337,42447,1200,56
6338,43167,900,50
6339,42169,1100,60
6340,70381,1100,57
6341,17982,1000,56
6342,67129,900,50
6343,1164,900,50
6344,92766,700,46
6345,93537,900,57
6346,51133,2100,53
6347,42741,800,50
6348,20250,1000,50
6349,32055,900,50
6350,52436,800,54
6351,15881,800,56
6352,34776,900,56
6353,99152,900,50
6354,99587,1000,52
6355,83834,1100,56
6356,89986,1100,57
6357,2034,1000,50
6358,33065,900,50
6359,14390,1300,61
6360,90606,1000,56
6361,87462,1200,57
6362,21349,1100,64
6363,47932,1000,50
6364,17771,800,46
6365,2946,1000,50
6366,33428,900,54
6367,4955,1000,56
6368,15638,800,50
6369,13108,1000,54
6370,35608,1200,61
6371,48873,1000,54
6372,64299,1200,61
6373,26887,1400,65
6374,80820,700,52
6375,51997,900,54
6376,26009,1000,65
6377,99093,900,57
6378,3475,900,54
6379,71402,900,50
6380,72782,1000,50
6381,4714,800,50
6382,23401,1100,65
6383,40345,800,54
6384,38034,900,58
6385,61872,900,54
6386,50194,1000,56
6387,38082,800,58
6388,36080,900,54
